quote_date,origin,destination,distance_miles,weight,equipment_type,commodity,mode,customer_id,lead_time_days,fuel_surcharge,quoted_price,actual_cost,won
2022-10-28,"Dallas, TX","Los Angeles, CA",1400,42788,Dry Van,Automotive Parts,FTL,CUST-003,7,540.78,4353.06,3676.57,0
2022-10-28,"Minneapolis, MN","Detroit, MI",690,26253,Dry Van,General Freight,FTL,CUST-006,0,270.72,2495.28,2226.3,0
2022-10-28,"Dallas, TX","Los Angeles, CA",1400,37087,Dry Van,Machinery,FTL,CUST-012,3,512.87,3943.73,3602.95,0
2022-10-29,"Atlanta, GA","Newark, NJ",870,33278,Dry Van,Machinery,FTL,CUST-014,0,346.39,2739.09,2499.32,1
2022-10-29,"Miami, FL","Chicago, IL",1370,42632,Reefer,Machinery,FTL,CUST-015,4,513.32,5621.02,5197.44,0
2022-10-29,"Minneapolis, MN","Detroit, MI",690,4310,Flatbed,Automotive Parts,LTL,CUST-046,4,257.96,4145.32,3786.47,0
2022-10-29,"Nashville, TN","Charlotte, NC",400,24741,Dry Van,General Freight,FTL,CUST-017,2,159.57,1558.16,1310.8,0
2022-10-29,"Newark, NJ","Miami, FL",1280,43686,Reefer,Chemicals,FTL,CUST-030,1,514.8,5383.91,4883.84,0
2022-10-30,"Phoenix, AZ","Kansas City, MO",1100,10611,Flatbed,Food & Beverage,LTL,CUST-032,3,470.35,7275.29,6282.67,1
2022-10-30,"Los Angeles, CA","Dallas, TX",1400,25767,Dry Van,Chemicals,FTL,CUST-036,4,517.5,4081.09,3599.18,0
2022-10-30,"Phoenix, AZ","Kansas City, MO",1100,34002,Dry Van,Machinery,FTL,CUST-033,3,432.46,3422.51,2954.09,0
2022-10-30,"Houston, TX","Memphis, TN",600,28690,Dry Van,General Freight,FTL,CUST-046,11,240.41,1952.58,1695.81,0
2022-10-30,"Los Angeles, CA","Dallas, TX",1400,40684,Dry Van,Building Materials,FTL,CUST-011,4,547.02,4255.3,3521.65,0
2022-10-30,"Chicago, IL","Atlanta, GA",720,43406,Reefer,Chemicals,FTL,CUST-037,3,274.56,2836.18,2576.21,0
2022-10-30,"Miami, FL","Chicago, IL",1370,30535,Flatbed,Food & Beverage,FTL,CUST-007,3,501.83,5216.3,4662.41,1
2022-10-30,"Dallas, TX","Los Angeles, CA",1400,26576,Dry Van,Automotive Parts,FTL,CUST-039,3,545.51,3917.73,3692.59,0
2022-10-30,"Houston, TX","Memphis, TN",600,3959,Reefer,Machinery,LTL,CUST-034,8,221.11,3880.28,3169.2,0
2022-10-30,"Seattle, WA","Denver, CO",1300,23215,Dry Van,Building Materials,FTL,CUST-022,15,535.71,3908.47,3622.95,0
2022-10-30,"Houston, TX","Memphis, TN",600,5103,Dry Van,Electronics,LTL,CUST-026,1,218.71,2942.6,2651.75,1
2022-10-30,"Newark, NJ","Miami, FL",1280,38676,Dry Van,Building Materials,FTL,CUST-025,6,523.85,4524.03,3893.66,0
2022-10-31,"Seattle, WA","Denver, CO",1300,37381,Dry Van,Automotive Parts,FTL,CUST-045,2,460.74,3731.86,3537.01,0
2022-10-31,"Chicago, IL","Atlanta, GA",720,38732,Dry Van,General Freight,FTL,CUST-003,3,263.1,2432.82,2162.01,1
2022-10-31,"Los Angeles, CA","Chicago, IL",2000,40460,Dry Van,Chemicals,FTL,CUST-008,5,730.66,5494.21,5022.53,1
2022-10-31,"Seattle, WA","Denver, CO",1300,28408,Reefer,Chemicals,FTL,CUST-007,0,539.81,4948.21,4440.32,0
2022-11-01,"Phoenix, AZ","Kansas City, MO",1100,41650,Dry Van,General Freight,FTL,CUST-010,2,428.7,3760.23,3351.91,1
2022-11-01,"Miami, FL","Chicago, IL",1370,37053,Flatbed,Automotive Parts,FTL,CUST-041,7,539.74,6000.91,5201.74,0
2022-11-01,"Nashville, TN","Charlotte, NC",400,26715,Flatbed,Food & Beverage,FTL,CUST-013,1,167.67,1652.53,1493.31,1
2022-11-01,"Miami, FL","Chicago, IL",1370,40409,Dry Van,Food & Beverage,FTL,CUST-040,3,481.64,4785.62,4329.7,1
2022-11-01,"Dallas, TX","Los Angeles, CA",1400,36321,Dry Van,General Freight,FTL,CUST-018,0,515.06,4366.73,3827.6,1
2022-11-01,"Nashville, TN","Charlotte, NC",400,11546,Flatbed,Electronics,LTL,CUST-041,3,149.23,2756.67,2478.69,0
2022-11-01,"Miami, FL","Chicago, IL",1370,32720,Dry Van,Electronics,FTL,CUST-018,0,542.66,5337.21,4687.66,1
2022-11-01,"Chicago, IL","Atlanta, GA",720,27995,Flatbed,Automotive Parts,FTL,CUST-041,1,276.59,2849.13,2405.51,0
2022-11-01,"San Francisco, CA","Las Vegas, NV",570,33499,Reefer,Machinery,FTL,CUST-006,1,216.36,3068.76,2530.31,1
2022-11-02,"Newark, NJ","Miami, FL",1280,36704,Dry Van,Chemicals,FTL,CUST-012,0,491.96,4771.22,4079.45,1
2022-11-02,"Atlanta, GA","Newark, NJ",870,33432,Dry Van,Electronics,FTL,CUST-015,5,318.11,2949.93,2497.69,1
2022-11-02,"Nashville, TN","Charlotte, NC",400,4118,Reefer,Machinery,LTL,CUST-001,1,165.03,3196.17,2745.33,0
2022-11-02,"Los Angeles, CA","Chicago, IL",2000,25941,Reefer,Machinery,FTL,CUST-028,7,795.3,6906.85,6167.09,1
2022-11-03,"Newark, NJ","Miami, FL",1280,34945,Dry Van,Building Materials,FTL,CUST-036,2,473.48,4210.99,3907.62,1
2022-11-03,"Los Angeles, CA","Chicago, IL",2000,12182,Flatbed,Chemicals,LTL,CUST-050,3,764.07,10282.95,9198.55,1
2022-11-03,"Newark, NJ","Miami, FL",1280,10610,Dry Van,Machinery,LTL,CUST-027,0,498.03,7813.35,6583.54,0
2022-11-03,"Denver, CO","Houston, TX",1050,29510,Flatbed,Chemicals,FTL,CUST-025,7,394.65,4097.49,3367.81,0
2022-11-03,"Los Angeles, CA","Chicago, IL",2000,7084,Dry Van,Machinery,LTL,CUST-008,0,713.04,8628.75,7975.56,0
2022-11-03,"Atlanta, GA","Newark, NJ",870,32948,Dry Van,General Freight,FTL,CUST-036,7,340.47,3146.48,2707.87,0
2022-11-03,"Phoenix, AZ","Kansas City, MO",1100,13350,Dry Van,General Freight,LTL,CUST-041,0,428.6,6155.09,5230.66,1
2022-11-03,"Portland, OR","Salt Lake City, UT",770,2908,Dry Van,Electronics,LTL,CUST-050,0,283.99,4796.79,4136.35,0
2022-11-03,"Minneapolis, MN","Detroit, MI",690,11240,Reefer,Building Materials,LTL,CUST-039,0,284.71,4529.99,4019.75,0
2022-11-03,"Nashville, TN","Charlotte, NC",400,36825,Dry Van,General Freight,FTL,CUST-004,2,163.78,1399.88,1308.38,1
2022-11-04,"San Francisco, CA","Las Vegas, NV",570,5246,Reefer,General Freight,LTL,CUST-012,26,220.65,4830.96,4199.4,0
2022-11-04,"Newark, NJ","Miami, FL",1280,5152,Dry Van,Chemicals,LTL,CUST-030,1,517.63,7511.35,7017.79,0
2022-11-04,"Atlanta, GA","Newark, NJ",870,4875,Flatbed,Chemicals,LTL,CUST-030,0,339.75,5772.98,4989.82,0
2022-11-04,"Dallas, TX","Los Angeles, CA",1400,25134,Reefer,Produce,FTL,CUST-043,1,543.46,4687.14,4458.1,1
2022-11-04,"Seattle, WA","Denver, CO",1300,43720,Dry Van,Automotive Parts,FTL,CUST-015,2,538.35,4267.21,3724.76,1
2022-11-04,"Dallas, TX","Los Angeles, CA",1400,7993,Reefer,Chemicals,LTL,CUST-044,3,534.08,7457.71,6949.8,1
2022-11-04,"Portland, OR","Salt Lake City, UT",770,32006,Reefer,Produce,FTL,CUST-021,2,281.64,3600.1,3170.37,0
2022-11-04,"San Francisco, CA","Las Vegas, NV",570,39699,Dry Van,Electronics,FTL,CUST-042,12,205.63,2558.56,2051.19,0
2022-11-04,"Los Angeles, CA","Chicago, IL",2000,4347,Dry Van,Chemicals,LTL,CUST-044,1,777.03,9320.94,8207.02,1
2022-11-04,"Phoenix, AZ","Kansas City, MO",1100,7746,Reefer,General Freight,LTL,CUST-045,0,407.86,7236.16,6543.59,0
2022-11-05,"Los Angeles, CA","Dallas, TX",1400,13498,Dry Van,Food & Beverage,LTL,CUST-049,1,506.68,6299.29,5589.51,0
2022-11-05,"Atlanta, GA","Newark, NJ",870,3787,Reefer,Automotive Parts,LTL,CUST-021,0,358.65,5957.42,5399.72,1
2022-11-05,"San Francisco, CA","Las Vegas, NV",570,28426,Dry Van,Produce,FTL,CUST-042,0,227.13,2286.53,1985.22,0
2022-11-05,"Phoenix, AZ","Kansas City, MO",1100,31482,Dry Van,Electronics,FTL,CUST-008,0,419.48,3561.02,3276.16,0
2022-11-05,"Atlanta, GA","Newark, NJ",870,29517,Reefer,Building Materials,FTL,CUST-047,0,330.8,3565.82,3324.12,1
2022-11-05,"San Francisco, CA","Las Vegas, NV",570,24414,Flatbed,Chemicals,FTL,CUST-023,5,204.09,2745.99,2285.61,0
2022-11-05,"Minneapolis, MN","Detroit, MI",690,5625,Reefer,Food & Beverage,LTL,CUST-028,2,261.43,4952.91,4492.19,0
2022-11-05,"Minneapolis, MN","Detroit, MI",690,4683,Dry Van,Building Materials,LTL,CUST-027,1,270.07,4185.65,3530.48,0
2022-11-06,"Denver, CO","Houston, TX",1050,13378,Dry Van,Produce,LTL,CUST-048,2,379.61,4755.04,4463.32,0
2022-11-06,"Los Angeles, CA","Chicago, IL",2000,41271,Dry Van,Machinery,FTL,CUST-023,1,776.49,5151.32,4846.6,1
2022-11-06,"Houston, TX","Memphis, TN",600,42925,Flatbed,Automotive Parts,FTL,CUST-027,0,229.01,2226.38,1916.86,0
2022-11-06,"Denver, CO","Houston, TX",1050,39927,Dry Van,Electronics,FTL,CUST-006,0,394.84,3279.07,2812.79,0
2022-11-06,"Los Angeles, CA","Chicago, IL",2000,8391,Dry Van,Produce,LTL,CUST-035,0,753.2,8754.87,7564.09,1
2022-11-06,"Seattle, WA","Denver, CO",1300,24640,Dry Van,Automotive Parts,FTL,CUST-002,7,521.93,4658.62,3928.13,1
2022-11-06,"Seattle, WA","Denver, CO",1300,40977,Reefer,Electronics,FTL,CUST-029,3,527.64,4707.32,4479.48,0
2022-11-06,"Chicago, IL","Atlanta, GA",720,21851,Flatbed,Electronics,FTL,CUST-041,3,280.84,2844.25,2457.3,0
2022-11-07,"Denver, CO","Houston, TX",1050,3753,Reefer,Electronics,LTL,CUST-009,1,377.11,6262.73,5578.75,0
2022-11-07,"Phoenix, AZ","Kansas City, MO",1100,23154,Dry Van,Electronics,FTL,CUST-033,3,463.91,4141.26,3377.92,0
2022-11-07,"Los Angeles, CA","Chicago, IL",2000,23145,Dry Van,Building Materials,FTL,CUST-035,1,729.92,5177.79,4709.86,0
2022-11-07,"Minneapolis, MN","Detroit, MI",690,43884,Dry Van,Electronics,FTL,CUST-031,0,279.15,2189.55,1997.71,0
2022-11-07,"Seattle, WA","Denver, CO",1300,29277,Dry Van,Food & Beverage,FTL,CUST-025,2,503.5,4257.18,3635.99,0
2022-11-07,"Los Angeles, CA","Dallas, TX",1400,21398,Dry Van,Electronics,FTL,CUST-019,3,520.85,3920.01,3595.26,0
2022-11-07,"Los Angeles, CA","Chicago, IL",2000,43778,Dry Van,Produce,FTL,CUST-019,0,747.02,5965.87,5060.97,0
2022-11-07,"Dallas, TX","Los Angeles, CA",1400,36665,Flatbed,Machinery,FTL,CUST-025,5,557.47,5088.85,4286.23,0
2022-11-07,"Nashville, TN","Charlotte, NC",400,4769,Reefer,Food & Beverage,LTL,CUST-023,5,156.37,3061.19,2750.16,0
2022-11-08,"Atlanta, GA","Newark, NJ",870,26032,Dry Van,Machinery,FTL,CUST-018,5,333.25,3128.92,2749.99,0
2022-11-08,"Dallas, TX","Los Angeles, CA",1400,3668,Reefer,Machinery,LTL,CUST-009,4,556.1,7889.75,7627.32,0
2022-11-08,"Nashville, TN","Charlotte, NC",400,28670,Dry Van,Building Materials,FTL,CUST-017,0,156.7,1538.4,1429.64,1
2022-11-08,"Dallas, TX","Los Angeles, CA",1400,43256,Dry Van,Machinery,FTL,CUST-037,0,529.37,4271.88,3797.38,1
2022-11-09,"Newark, NJ","Miami, FL",1280,24679,Reefer,Chemicals,FTL,CUST-010,2,485.67,5976.63,5126.56,1
2022-11-09,"Atlanta, GA","Newark, NJ",870,27454,Reefer,Automotive Parts,FTL,CUST-044,0,342.22,3649.74,3208.71,1
2022-11-09,"San Francisco, CA","Las Vegas, NV",570,25849,Flatbed,Building Materials,FTL,CUST-023,8,214.49,2759.74,2362.15,0
2022-11-09,"Atlanta, GA","Newark, NJ",870,43970,Dry Van,Chemicals,FTL,CUST-011,0,335.78,3157.53,2706.59,1
2022-11-09,"Houston, TX","Memphis, TN",600,5770,Dry Van,Food & Beverage,LTL,CUST-039,6,237.73,3552.09,2925.01,0
2022-11-09,"Phoenix, AZ","Kansas City, MO",1100,20112,Reefer,Chemicals,FTL,CUST-012,4,440.13,4416.9,4023.73,1
2022-11-09,"Atlanta, GA","Newark, NJ",870,38532,Dry Van,Electronics,FTL,CUST-046,5,328.09,3172.01,2647.49,0
2022-11-10,"Dallas, TX","Los Angeles, CA",1400,28943,Dry Van,Electronics,FTL,CUST-033,3,585.64,4399.01,3863.29,0
2022-11-10,"Houston, TX","Memphis, TN",600,42467,Dry Van,General Freight,FTL,CUST-031,4,229.9,1994.58,1659.36,0
2022-11-10,"San Francisco, CA","Las Vegas, NV",570,28387,Reefer,Produce,FTL,CUST-048,6,225.34,2796.83,2505.67,1
2022-11-10,"Denver, CO","Houston, TX",1050,37147,Dry Van,Automotive Parts,FTL,CUST-004,0,369.55,3346.3,2833.63,0
2022-11-10,"Portland, OR","Salt Lake City, UT",770,11778,Dry Van,Automotive Parts,LTL,CUST-040,2,293.72,4605.79,4099.93,1
2022-11-11,"Los Angeles, CA","Chicago, IL",2000,37337,Flatbed,Electronics,FTL,CUST-012,3,758.17,6267.98,5377.31,1
2022-11-11,"Newark, NJ","Miami, FL",1280,27383,Reefer,General Freight,FTL,CUST-002,2,526.79,5562.47,5003.7,1
2022-11-11,"Miami, FL","Chicago, IL",1370,26731,Dry Van,Chemicals,FTL,CUST-019,2,537.02,5298.95,4565.65,0
2022-11-11,"Newark, NJ","Miami, FL",1280,13628,Dry Van,Produce,LTL,CUST-049,0,518.08,7093.33,6775.5,1
2022-11-11,"Chicago, IL","Atlanta, GA",720,14417,Dry Van,Chemicals,LTL,CUST-024,1,293.92,3897.93,3421.69,1
2022-11-11,"Miami, FL","Chicago, IL",1370,31442,Reefer,General Freight,FTL,CUST-018,4,508.63,6213.47,5689.94,1
2022-11-11,"Dallas, TX","Los Angeles, CA",1400,21579,Dry Van,Food & Beverage,FTL,CUST-022,6,516.15,4178.39,3621.69,1
2022-11-11,"San Francisco, CA","Las Vegas, NV",570,4192,Dry Van,Building Materials,LTL,CUST-043,2,227.38,3740.52,3273.53,0
2022-11-11,"Dallas, TX","Los Angeles, CA",1400,26496,Dry Van,Machinery,FTL,CUST-022,4,494.79,4151.03,3559.39,0
2022-11-12,"Nashville, TN","Charlotte, NC",400,35162,Reefer,Chemicals,FTL,CUST-037,2,149.03,1886.28,1663.26,0
2022-11-12,"Chicago, IL","Atlanta, GA",720,20369,Dry Van,Chemicals,FTL,CUST-042,7,271.61,2609.31,2041.19,0
2022-11-12,"Los Angeles, CA","Dallas, TX",1400,28811,Reefer,Chemicals,FTL,CUST-043,3,535.28,5271.84,4681.95,1
2022-11-12,"Denver, CO","Houston, TX",1050,29123,Dry Van,Produce,FTL,CUST-010,6,439.44,3310.02,2797.41,1
2022-11-12,"Miami, FL","Chicago, IL",1370,32094,Flatbed,General Freight,FTL,CUST-018,0,526.74,5875.51,5108.1,0
2022-11-12,"Los Angeles, CA","Chicago, IL",2000,23386,Reefer,Machinery,FTL,CUST-043,0,753.91,6893.99,5909.41,0
2022-11-12,"Dallas, TX","Los Angeles, CA",1400,33625,Reefer,Chemicals,FTL,CUST-030,1,516.91,5300.25,4540.06,0
2022-11-12,"Minneapolis, MN","Detroit, MI",690,43349,Dry Van,Chemicals,FTL,CUST-035,3,274.81,2373.45,2129.52,1
2022-11-12,"Denver, CO","Houston, TX",1050,12649,Dry Van,General Freight,LTL,CUST-033,8,378.38,5055.83,4364.95,0
2022-11-13,"Nashville, TN","Charlotte, NC",400,42092,Dry Van,Food & Beverage,FTL,CUST-024,0,156.46,1451.44,1300.22,1
2022-11-13,"Atlanta, GA","Newark, NJ",870,25892,Dry Van,Automotive Parts,FTL,CUST-042,2,322.52,3110.45,2714.33,1
2022-11-13,"Portland, OR","Salt Lake City, UT",770,28660,Dry Van,Building Materials,FTL,CUST-023,2,308.17,2700.87,2339.19,0
2022-11-13,"Miami, FL","Chicago, IL",1370,13506,Reefer,Building Materials,LTL,CUST-050,1,543.62,10294.63,8912.32,1
2022-11-13,"Chicago, IL","Atlanta, GA",720,13292,Reefer,Machinery,LTL,CUST-006,2,287.09,4840.79,4056.05,0
2022-11-13,"Chicago, IL","Atlanta, GA",720,4756,Dry Van,Food & Beverage,LTL,CUST-026,6,259.97,3971.05,3519.6,1
2022-11-13,"Houston, TX","Memphis, TN",600,34942,Dry Van,Automotive Parts,FTL,CUST-003,3,229.07,1977.85,1788.71,1
2022-11-13,"Los Angeles, CA","Chicago, IL",2000,41107,Dry Van,Chemicals,FTL,CUST-025,1,802.67,5866.3,5098.68,0
2022-11-13,"Dallas, TX","Los Angeles, CA",1400,10408,Reefer,Food & Beverage,LTL,CUST-028,4,621.59,8184.26,6814.08,0
2022-11-13,"Los Angeles, CA","Dallas, TX",1400,7130,Dry Van,General Freight,LTL,CUST-028,9,570.49,6710.17,5892.67,0
2022-11-14,"Seattle, WA","Denver, CO",1300,26219,Dry Van,Building Materials,FTL,CUST-029,7,500.39,4125.88,3819.13,1
2022-11-14,"San Francisco, CA","Las Vegas, NV",570,5920,Flatbed,Machinery,LTL,CUST-041,3,202.44,4076.09,3727.23,0
2022-11-14,"Nashville, TN","Charlotte, NC",400,31497,Dry Van,Building Materials,FTL,CUST-007,2,148.81,1456.6,1310.0,1
2022-11-14,"Phoenix, AZ","Kansas City, MO",1100,2731,Dry Van,Machinery,LTL,CUST-027,1,432.25,5948.21,5376.85,1
2022-11-14,"Atlanta, GA","Newark, NJ",870,41782,Dry Van,Building Materials,FTL,CUST-022,2,309.65,2861.91,2374.28,0
2022-11-14,"Portland, OR","Salt Lake City, UT",770,40837,Flatbed,Produce,FTL,CUST-022,0,294.4,3070.37,2634.88,1
2022-11-14,"Los Angeles, CA","Dallas, TX",1400,2863,Dry Van,Electronics,LTL,CUST-003,1,588.51,6580.52,6281.45,0
2022-11-15,"Los Angeles, CA","Chicago, IL",2000,40467,Reefer,Produce,FTL,CUST-001,1,791.08,6803.84,6306.7,1
2022-11-15,"Phoenix, AZ","Kansas City, MO",1100,21499,Dry Van,Chemicals,FTL,CUST-045,2,454.09,3497.04,3205.93,0
2022-11-15,"Seattle, WA","Denver, CO",1300,24544,Dry Van,Machinery,FTL,CUST-040,3,512.59,3978.9,3767.16,1
2022-11-15,"Dallas, TX","Los Angeles, CA",1400,11168,Reefer,Food & Beverage,LTL,CUST-047,0,522.61,8178.35,7348.73,0
2022-11-15,"Seattle, WA","Denver, CO",1300,25134,Dry Van,Food & Beverage,FTL,CUST-022,0,507.31,4293.11,3679.7,0
2022-11-16,"Houston, TX","Memphis, TN",600,35871,Dry Van,General Freight,FTL,CUST-005,8,246.39,2044.33,1735.2,0
2022-11-16,"San Francisco, CA","Las Vegas, NV",570,42877,Dry Van,Food & Beverage,FTL,CUST-040,2,217.0,1970.34,1872.14,1
2022-11-16,"Portland, OR","Salt Lake City, UT",770,39611,Dry Van,Electronics,FTL,CUST-005,1,297.43,2762.52,2498.55,0
2022-11-16,"Minneapolis, MN","Detroit, MI",690,41359,Dry Van,Automotive Parts,FTL,CUST-007,2,273.86,2420.43,2167.19,1
2022-11-16,"Phoenix, AZ","Kansas City, MO",1100,5072,Reefer,Produce,LTL,CUST-022,0,427.36,7912.75,7061.57,0
2022-11-16,"Denver, CO","Houston, TX",1050,23837,Dry Van,Food & Beverage,FTL,CUST-017,0,378.04,3558.15,3009.88,1
2022-11-16,"Los Angeles, CA","Dallas, TX",1400,26347,Flatbed,Building Materials,FTL,CUST-041,2,532.61,4919.65,4111.88,0
2022-11-16,"Phoenix, AZ","Kansas City, MO",1100,34896,Dry Van,Building Materials,FTL,CUST-009,13,434.14,3989.76,3637.37,1
2022-11-16,"Nashville, TN","Charlotte, NC",400,24387,Reefer,Produce,FTL,CUST-028,2,148.89,1817.58,1723.37,1
2022-11-16,"Denver, CO","Houston, TX",1050,2302,Reefer,Chemicals,LTL,CUST-047,4,428.03,5956.76,5867.22,1
2022-11-16,"Chicago, IL","Atlanta, GA",720,9067,Dry Van,Building Materials,LTL,CUST-004,5,301.13,4136.29,3509.08,0
2022-11-16,"Denver, CO","Houston, TX",1050,42549,Dry Van,Automotive Parts,FTL,CUST-007,0,419.45,3181.22,2830.11,0
2022-11-16,"Minneapolis, MN","Detroit, MI",690,35763,Dry Van,Machinery,FTL,CUST-029,3,285.77,2392.67,2171.43,0
2022-11-16,"Dallas, TX","Los Angeles, CA",1400,11077,Dry Van,Chemicals,LTL,CUST-011,5,551.12,7399.09,6239.2,0
2022-11-17,"Los Angeles, CA","Dallas, TX",1400,14995,Reefer,Automotive Parts,LTL,CUST-041,13,508.15,7299.23,6737.16,0
2022-11-17,"Atlanta, GA","Newark, NJ",870,31302,Dry Van,Food & Beverage,FTL,CUST-001,4,341.54,3034.63,2777.9,1
2022-11-17,"Dallas, TX","Los Angeles, CA",1400,14566,Flatbed,Produce,LTL,CUST-010,5,590.95,7172.43,6611.49,0
2022-11-17,"Portland, OR","Salt Lake City, UT",770,34252,Dry Van,Chemicals,FTL,CUST-048,1,299.62,2655.32,2461.59,0
2022-11-17,"Dallas, TX","Los Angeles, CA",1400,3657,Dry Van,Automotive Parts,LTL,CUST-045,0,555.11,6971.65,6035.32,0
2022-11-18,"Los Angeles, CA","Dallas, TX",1400,22049,Dry Van,General Freight,FTL,CUST-030,0,530.32,4153.18,3699.97,1
2022-11-18,"Minneapolis, MN","Detroit, MI",690,6737,Dry Van,Produce,LTL,CUST-023,6,284.04,3629.14,3227.68,1
2022-11-18,"Portland, OR","Salt Lake City, UT",770,4343,Dry Van,Food & Beverage,LTL,CUST-043,0,318.58,5024.83,4036.47,1
2022-11-18,"Phoenix, AZ","Kansas City, MO",1100,33505,Dry Van,Produce,FTL,CUST-015,8,417.01,3703.42,3377.44,1
2022-11-18,"Phoenix, AZ","Kansas City, MO",1100,33471,Dry Van,Chemicals,FTL,CUST-024,0,401.34,3785.8,3198.96,1
2022-11-18,"San Francisco, CA","Las Vegas, NV",570,10640,Dry Van,General Freight,LTL,CUST-047,0,235.09,3498.11,3116.49,0
2022-11-18,"San Francisco, CA","Las Vegas, NV",570,20378,Reefer,Building Materials,FTL,CUST-017,0,222.87,2793.26,2450.34,0
2022-11-18,"San Francisco, CA","Las Vegas, NV",570,42595,Reefer,Machinery,FTL,CUST-031,2,234.01,2672.54,2445.67,1
2022-11-18,"Houston, TX","Memphis, TN",600,26395,Reefer,Building Materials,FTL,CUST-002,1,228.5,2351.16,2154.07,1
2022-11-19,"Miami, FL","Chicago, IL",1370,20053,Dry Van,General Freight,FTL,CUST-038,5,529.36,4639.69,4130.24,0
2022-11-19,"Minneapolis, MN","Detroit, MI",690,28787,Dry Van,Electronics,FTL,CUST-002,4,273.49,2184.47,1915.14,0
2022-11-19,"Nashville, TN","Charlotte, NC",400,31314,Dry Van,Building Materials,FTL,CUST-036,0,160.81,1441.86,1395.42,1
2022-11-19,"Los Angeles, CA","Chicago, IL",2000,41489,Dry Van,Produce,FTL,CUST-027,5,704.87,5259.86,5020.92,0
2022-11-19,"Chicago, IL","Atlanta, GA",720,40304,Dry Van,General Freight,FTL,CUST-032,3,277.34,2300.16,2114.19,1
2022-11-19,"Portland, OR","Salt Lake City, UT",770,38909,Flatbed,Machinery,FTL,CUST-004,1,304.57,2988.78,2711.62,1
2022-11-19,"Minneapolis, MN","Detroit, MI",690,23173,Dry Van,General Freight,FTL,CUST-024,0,269.13,2369.24,2117.49,0
2022-11-19,"Los Angeles, CA","Dallas, TX",1400,8872,Reefer,General Freight,LTL,CUST-021,2,492.71,8757.68,7583.33,0
2022-11-19,"Portland, OR","Salt Lake City, UT",770,34734,Dry Van,Produce,FTL,CUST-013,3,268.08,2587.99,2249.18,0
2022-11-19,"Los Angeles, CA","Chicago, IL",2000,37367,Dry Van,Building Materials,FTL,CUST-030,1,770.33,5045.3,4678.7,1
2022-11-19,"Nashville, TN","Charlotte, NC",400,39503,Dry Van,General Freight,FTL,CUST-005,0,147.76,1463.56,1279.47,1
2022-11-19,"Newark, NJ","Miami, FL",1280,39167,Dry Van,Machinery,FTL,CUST-043,0,555.45,4724.82,4166.92,0
2022-11-19,"Portland, OR","Salt Lake City, UT",770,20748,Flatbed,General Freight,FTL,CUST-003,1,276.42,3089.02,2680.47,0
2022-11-20,"Los Angeles, CA","Dallas, TX",1400,7703,Flatbed,Automotive Parts,LTL,CUST-025,2,513.48,7442.25,6863.21,0
2022-11-20,"Newark, NJ","Miami, FL",1280,7542,Reefer,Electronics,LTL,CUST-011,2,499.64,9733.96,7895.12,0
2022-11-20,"Minneapolis, MN","Detroit, MI",690,39635,Reefer,General Freight,FTL,CUST-032,6,258.54,2797.1,2403.14,0
2022-11-20,"Los Angeles, CA","Chicago, IL",2000,23919,Dry Van,Food & Beverage,FTL,CUST-025,3,743.25,5853.52,4910.61,0
2022-11-20,"Los Angeles, CA","Dallas, TX",1400,13579,Dry Van,Food & Beverage,LTL,CUST-019,3,547.83,6258.52,5446.69,1
2022-11-20,"Dallas, TX","Los Angeles, CA",1400,4717,Dry Van,Building Materials,LTL,CUST-012,1,582.69,7513.12,6516.86,0
2022-11-20,"Denver, CO","Houston, TX",1050,43581,Dry Van,Automotive Parts,FTL,CUST-044,2,385.07,3077.76,2786.44,0
2022-11-20,"Seattle, WA","Denver, CO",1300,30915,Flatbed,Food & Beverage,FTL,CUST-015,2,532.58,5166.01,4437.74,0
2022-11-20,"Denver, CO","Houston, TX",1050,13481,Dry Van,Produce,LTL,CUST-022,2,410.36,5085.09,4416.4,1
2022-11-20,"Phoenix, AZ","Kansas City, MO",1100,34716,Dry Van,Electronics,FTL,CUST-005,1,457.09,3488.37,3168.31,1
2022-11-21,"Minneapolis, MN","Detroit, MI",690,39882,Flatbed,Electronics,FTL,CUST-014,0,290.87,2947.33,2558.03,0
2022-11-21,"Portland, OR","Salt Lake City, UT",770,14754,Reefer,Food & Beverage,LTL,CUST-030,3,296.9,5220.01,4397.59,1
2022-11-21,"Los Angeles, CA","Chicago, IL",2000,26394,Flatbed,Chemicals,FTL,CUST-045,4,749.02,6427.87,6009.41,0
2022-11-21,"Phoenix, AZ","Kansas City, MO",1100,2730,Dry Van,General Freight,LTL,CUST-002,1,440.49,6057.86,5336.14,0
2022-11-21,"Houston, TX","Memphis, TN",600,32844,Dry Van,Machinery,FTL,CUST-012,0,225.72,1934.95,1689.61,1
2022-11-21,"Newark, NJ","Miami, FL",1280,23466,Reefer,Electronics,FTL,CUST-009,7,465.21,5697.59,4800.47,0
2022-11-21,"Nashville, TN","Charlotte, NC",400,43852,Reefer,General Freight,FTL,CUST-015,1,161.86,1942.79,1664.27,0
2022-11-21,"San Francisco, CA","Las Vegas, NV",570,30267,Dry Van,Machinery,FTL,CUST-026,3,215.17,2190.67,1943.15,1
2022-11-21,"Atlanta, GA","Newark, NJ",870,23519,Reefer,Automotive Parts,FTL,CUST-044,0,360.9,3883.69,3232.78,0
